,AnimalID,DateTime_Intake,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,Result,year,month,percent,Time_stayed,Time_stayed_days
241,A734485,2016-09-07 13:07:00,Stray,Normal,Dog,Intact Female,1.0,Labrador Retriever/Whippet,dark,2016-09-13 00:00:00,2015-09-07 00:00:00,Spayed Female,1.0,0.0,2016,9,1.1494252873563218,5 days 10:53:00.000000000,5.4534722222222225
242,A808752,2019-11-13 13:18:00,Stray,Nursing,Cat,Intact Female,0.057692307692307696,Domestic Shorthair,dark,2019-11-13 13:49:00,2019-10-22 00:00:00,Intact Female,0.057692307692307696,0.0,2019,11,1.098901098901099,0 days 00:31:00.000000000,0.02152777777777778
243,A792547,2019-04-12 11:13:00,Stray,Normal,Cat,Intact Female,0.038461538461538464,Domestic Shorthair Mix,dark,2019-04-12 16:17:00,2019-03-28 00:00:00,Intact Female,0.038461538461538464,0.0,2019,4,1.5873015873015872,0 days 05:04:00.000000000,0.2111111111111111
244,A761967,2017-11-12 15:55:00,Stray,Normal,Dog,Neutered Male,4.0,Labrador Retriever Mix,dark,2018-03-10 10:58:00,2013-11-12 00:00:00,Neutered Male,4.0,0.0,2017,11,1.098901098901099,117 days 19:03:00.000000000,117.79375
245,A716372,2015-11-18 17:11:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Boxer Mix,medium,2016-03-11 12:09:00,2015-10-01 00:00:00,Neutered Male,0.4166666666666667,0.0,2015,11,1.098901098901099,113 days 18:58:00.000000000,113.79027777777777
246,A772753,2018-05-23 11:35:00,Stray,Normal,Dog,Intact Female,0.25,Labrador Retriever Mix,dark,2018-05-23 16:35:00,2018-01-23 00:00:00,Intact Female,0.25,0.0,2018,5,1.0416666666666665,0 days 05:00:00.000000000,0.20833333333333334
247,A764722,2018-01-05 07:06:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever Mix,dark,2018-01-08 16:48:00,2017-11-05 00:00:00,Intact Male,0.16666666666666666,1.0,2018,1,1.694915254237288,3 days 09:42:00.000000000,3.404166666666667
248,A753344,2017-07-05 11:05:00,Owner Surrender,Sick,Cat,Neutered Male,14.0,Himalayan,light,2017-07-05 15:19:00,2003-07-05 00:00:00,Neutered Male,14.0,0.0,2017,7,1.2195121951219512,0 days 04:14:00.000000000,0.1763888888888889
249,A782090,2018-10-10 14:34:00,Wildlife,Sick,Other,Unknown,1.0,Bat Mix,dark,2018-10-10 16:42:00,2017-10-10 00:00:00,Unknown,1.0,1.0,2018,10,0.9345794392523363,0 days 02:08:00.000000000,0.0888888888888889
250,A706351,2015-06-27 16:32:00,Stray,Normal,Dog,Neutered Male,2.0,Cairn Terrier Mix,dark,2015-07-02 12:38:00,2013-06-27 00:00:00,Neutered Male,2.0,0.0,2015,6,0.8928571428571428,4 days 20:06:00.000000000,4.8375
251,A711541,2015-09-08 14:49:00,Stray,Normal,Dog,Neutered Male,10.0,Labrador Retriever Mix,light,2015-09-08 18:15:00,2005-09-08 00:00:00,Neutered Male,10.0,0.0,2015,9,1.1494252873563218,0 days 03:26:00.000000000,0.14305555555555555
252,A761452,2017-11-05 09:29:00,Public Assist,Normal,Dog,Intact Male,0.07692307692307693,Border Collie Mix,dark,2017-11-08 07:48:00,2017-10-05 00:00:00,Intact Male,0.07692307692307693,0.0,2017,11,1.098901098901099,2 days 22:19:00.000000000,2.9298611111111112
253,A741794,2017-01-09 07:11:00,Stray,Injured,Dog,Intact Male,2.0,Pit Bull,dark,2017-01-09 09:46:00,2015-01-09 00:00:00,Intact Male,2.0,1.0,2017,1,1.694915254237288,0 days 02:35:00.000000000,0.1076388888888889
254,A679147,2014-05-19 15:54:00,Public Assist,Normal,Dog,Intact Male,2.0,Miniature Poodle/Miniature Schnauzer,dark,2014-05-27 17:51:00,2012-05-17 00:00:00,Intact Male,2.0,0.0,2014,5,1.0416666666666665,8 days 01:57:00.000000000,8.08125
255,A736992,2016-10-20 15:07:00,Stray,Normal,Bird,Unknown,1.0,Cockatiel Mix,dark,2016-10-24 13:11:00,2015-10-20 00:00:00,Unknown,1.0,0.0,2016,10,0.9345794392523363,3 days 22:04:00.000000000,3.9194444444444443
256,A802877,2019-08-24 11:45:00,Stray,Normal,Dog,Intact Female,1.0,Miniature Poodle/Lhasa Apso,light,2019-08-29 12:38:00,2018-02-24 00:00:00,Intact Female,1.0,0.0,2019,8,1.2345679012345678,5 days 00:53:00.000000000,5.0368055555555555
257,A784159,2018-11-12 15:38:00,Stray,Normal,Dog,Intact Male,1.0,Labrador Retriever Mix,dark,2019-02-07 17:34:00,2017-11-12 00:00:00,Neutered Male,1.0,0.0,2018,11,1.098901098901099,87 days 01:56:00.000000000,87.08055555555556
258,A723759,2016-04-06 11:31:00,Owner Surrender,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair,medium,2016-04-07 00:00:00,2016-02-06 00:00:00,Intact Male,0.08333333333333333,0.0,2016,4,1.5873015873015872,0 days 12:29:00.000000000,0.5201388888888889
259,A783896,2018-11-08 12:11:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Medium Hair Mix,medium,2018-11-23 13:28:00,2018-09-23 00:00:00,Intact Female,0.08333333333333333,0.0,2018,11,1.098901098901099,15 days 01:17:00.000000000,15.053472222222222
260,A769603,2018-04-07 12:00:00,Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,medium,2018-04-10 18:30:00,2017-04-07 00:00:00,Intact Male,1.0,0.0,2018,4,1.5873015873015872,3 days 06:30:00.000000000,3.2708333333333335
261,A674107,2014-03-07 13:15:00,Stray,Aged,Dog,Spayed Female,10.0,Labrador Retriever Mix,medium,2014-03-14 12:43:00,2004-03-07 00:00:00,Spayed Female,10.0,0.0,2014,3,1.3157894736842104,6 days 23:28:00.000000000,6.977777777777778
262,A718873,2016-05-23 13:25:00,Owner Surrender,Normal,Dog,Spayed Female,1.0,Boxer Mix,dark,2016-05-31 19:27:00,2015-01-08 00:00:00,Spayed Female,1.0,0.0,2016,5,1.0416666666666665,8 days 06:02:00.000000000,8.251388888888888
263,A790789,2019-03-16 14:54:00,Owner Surrender,Normal,Dog,Intact Male,1.0,German Shepherd Mix,light,2019-03-20 12:18:00,2017-11-17 00:00:00,Intact Male,1.0,0.0,2019,3,1.3157894736842104,3 days 21:24:00.000000000,3.8916666666666666
264,A806632,2019-10-13 15:33:00,Stray,Injured,Dog,Intact Male,1.0,Alaskan Husky,dark,2019-10-19 16:45:00,2018-10-13 00:00:00,Neutered Male,1.0,0.0,2019,10,0.9345794392523363,6 days 01:12:00.000000000,6.050000000000001
265,A712057,2015-09-16 12:16:00,Owner Surrender,Normal,Dog,Neutered Male,7.0,Pomeranian Mix,light,2015-09-17 12:22:00,2008-09-16 00:00:00,Neutered Male,7.0,0.0,2015,9,1.1494252873563218,1 days 00:06:00.000000000,1.0041666666666667
266,A762652,2017-11-22 12:55:00,Stray,Normal,Dog,Intact Female,0.16666666666666666,Pit Bull Mix,medium,2017-11-27 18:56:00,2017-09-15 00:00:00,Spayed Female,0.16666666666666666,0.0,2017,11,1.098901098901099,5 days 06:01:00.000000000,5.250694444444444
267,A712713,2015-09-27 11:00:00,Stray,Normal,Cat,Intact Male,0.019230769230769232,Domestic Shorthair Mix,light,2015-11-29 17:24:00,2015-09-19 00:00:00,Neutered Male,0.16666666666666666,0.0,2015,9,1.1494252873563218,63 days 06:24:00.000000000,63.266666666666666
268,A773406,2018-05-31 16:13:00,Stray,Normal,Cat,Unknown,0.057692307692307696,Domestic Shorthair Mix,dark,2018-05-31 18:13:00,2018-05-10 00:00:00,Unknown,0.057692307692307696,0.0,2018,5,1.0416666666666665,0 days 02:00:00.000000000,0.08333333333333333
269,A751371,2017-06-07 11:55:00,Stray,Normal,Cat,Neutered Male,9.0,Domestic Shorthair,medium,2017-09-05 10:23:00,2007-07-14 00:00:00,Neutered Male,10.0,0.0,2017,6,0.8928571428571428,89 days 22:28:00.000000000,89.93611111111112
270,A743620,2017-03-24 13:44:00,Owner Surrender,Normal,Cat,Neutered Male,2.0,Siamese Mix,light,2017-03-24 19:13:00,2015-02-13 00:00:00,Neutered Male,2.0,0.0,2017,3,1.3157894736842104,0 days 05:29:00.000000000,0.22847222222222222
271,A697475,2015-02-24 14:32:00,Stray,Sick,Dog,Intact Female,14.0,Dachshund Mix,medium,2015-03-01 14:53:00,2001-02-24 00:00:00,Intact Female,14.0,1.0,2015,2,1.5151515151515151,5 days 00:21:00.000000000,5.014583333333333
272,A757139,2017-09-02 13:50:00,Public Assist,Normal,Dog,Intact Male,1.0,German Shepherd Mix,dark,2017-09-10 18:26:00,2016-03-02 00:00:00,Neutered Male,1.0,0.0,2017,9,1.1494252873563218,8 days 04:36:00.000000000,8.191666666666666
273,A748917,2017-05-08 14:16:00,Stray,Normal,Dog,Intact Female,1.0,Bull Terrier,dark,2017-05-14 17:59:00,2016-05-08 00:00:00,Spayed Female,1.0,0.0,2017,5,1.0416666666666665,6 days 03:43:00.000000000,6.154861111111111
274,A769204,2018-04-01 12:18:00,Stray,Normal,Livestock,Intact Male,0.4166666666666667,Sheep Mix,dark,2019-03-26 10:32:00,2017-10-01 00:00:00,Intact Male,1.0,0.0,2018,4,1.5873015873015872,358 days 22:14:00.000000000,358.92638888888894
275,A681983,2014-06-22 13:26:00,Stray,Normal,Cat,Spayed Female,8.0,Domestic Shorthair Mix,medium,2014-06-23 09:00:00,2006-06-22 00:00:00,Spayed Female,8.0,0.0,2014,6,0.8928571428571428,0 days 19:34:00.000000000,0.8152777777777778
276,A704235,2015-06-02 17:06:00,Stray,Normal,Dog,Intact Male,3.0,Chihuahua Shorthair Mix,medium,2015-07-03 17:12:00,2012-06-02 00:00:00,Neutered Male,3.0,0.0,2015,6,0.8928571428571428,31 days 00:06:00.000000000,31.004166666666666
277,A705495,2015-06-18 11:15:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,dark,2015-06-30 12:14:00,2015-04-30 00:00:00,Neutered Male,0.08333333333333333,0.0,2015,6,0.8928571428571428,12 days 00:59:00.000000000,12.040972222222223
278,A758584,2017-09-18 19:08:00,Stray,Normal,Cat,Intact Male,0.019230769230769232,American Shorthair Mix,light,2017-11-26 11:37:00,2017-09-09 00:00:00,Neutered Male,0.16666666666666666,0.0,2017,9,1.1494252873563218,68 days 16:29:00.000000000,68.68680555555555
279,A729276,2016-06-15 14:50:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Plott Hound Mix,dark,2016-06-20 13:33:00,2016-04-15 00:00:00,Neutered Male,0.16666666666666666,0.0,2016,6,0.8928571428571428,4 days 22:43:00.000000000,4.946527777777778
280,A748665,2017-05-05 11:17:00,Wildlife,Injured,Other,Unknown,2.0,Raccoon Mix,dark,2017-05-05 11:42:00,2015-05-05 00:00:00,Unknown,2.0,1.0,2017,5,1.0416666666666665,0 days 00:25:00.000000000,0.017361111111111112
281,A755329,2017-08-01 15:29:00,Stray,Normal,Dog,Intact Male,2.0,Australian Kelpie Mix,dark,2017-08-05 17:18:00,2015-08-01 00:00:00,Neutered Male,2.0,0.0,2017,8,1.2345679012345678,4 days 01:49:00.000000000,4.075694444444444
282,A771739,2018-05-08 11:22:00,Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,light,2018-06-23 19:00:00,2018-04-13 00:00:00,Neutered Male,0.16666666666666666,0.0,2018,5,1.0416666666666665,46 days 07:38:00.000000000,46.31805555555556
283,A774431,2018-06-15 12:21:00,Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Shorthair Mix,medium,2018-06-19 18:42:00,2018-03-19 00:00:00,Spayed Female,0.25,0.0,2018,6,0.8928571428571428,4 days 06:21:00.000000000,4.264583333333333
284,A802520,2019-08-19 14:57:00,Owner Surrender,Normal,Cat,Spayed Female,10.0,Domestic Shorthair Mix,light,2019-08-24 12:02:00,2009-08-19 00:00:00,Spayed Female,10.0,0.0,2019,8,1.2345679012345678,4 days 21:05:00.000000000,4.878472222222222
285,A757719,2017-09-05 17:38:00,Stray,Normal,Cat,Intact Male,0.038461538461538464,Domestic Shorthair Mix,light,2017-09-05 18:39:00,2017-08-21 00:00:00,Intact Male,0.038461538461538464,0.0,2017,9,1.1494252873563218,0 days 01:01:00.000000000,0.04236111111111111
286,A796750,2019-06-04 19:23:00,Owner Surrender,Normal,Other,Unknown,1.0,Guinea Pig,medium,2019-06-05 00:00:00,2018-06-04 00:00:00,Unknown,1.0,0.0,2019,6,0.8928571428571428,0 days 04:37:00.000000000,0.19236111111111112
287,A782393,2018-10-14 14:49:00,Stray,Injured,Cat,Intact Female,0.08333333333333333,Siamese Mix,medium,2018-10-15 10:03:00,2018-09-07 00:00:00,Intact Female,0.08333333333333333,1.0,2018,10,0.9345794392523363,0 days 19:14:00.000000000,0.8013888888888889
288,A765528,2018-01-22 10:40:00,Wildlife,Sick,Other,Unknown,1.0,Raccoon Mix,dark,2018-01-22 11:51:00,2017-01-22 00:00:00,Unknown,1.0,1.0,2018,1,1.694915254237288,0 days 01:11:00.000000000,0.049305555555555554
289,A682937,2014-07-05 08:30:00,Stray,Injured,Cat,Intact Female,0.3333333333333333,Domestic Shorthair Mix,dark,2014-07-22 18:43:00,2014-03-05 00:00:00,Spayed Female,0.3333333333333333,0.0,2014,7,1.2195121951219512,17 days 10:13:00.000000000,17.425694444444446
290,A742739,2017-01-27 12:22:00,Owner Surrender,Normal,Dog,Intact Male,1.0,Chinese Crested Mix,dark,2017-01-30 22:38:00,2015-07-27 00:00:00,Neutered Male,1.0,0.0,2017,1,1.694915254237288,3 days 10:16:00.000000000,3.4277777777777776
291,A728908,2016-09-21 10:04:00,Owner Surrender,Normal,Dog,Neutered Male,2.0,Labrador Retriever Mix,dark,2016-11-15 02:51:00,2014-06-10 00:00:00,Neutered Male,2.0,0.0,2016,9,1.1494252873563218,54 days 16:47:00.000000000,54.699305555555554
292,A673089,2014-03-22 16:32:00,Owner Surrender,Normal,Dog,Spayed Female,10.0,Maltese Mix,light,2014-03-23 17:16:00,2004-02-19 00:00:00,Spayed Female,10.0,0.0,2014,3,1.3157894736842104,1 days 00:44:00.000000000,1.0305555555555554
293,A783865,2018-11-07 16:55:00,Stray,Normal,Dog,Intact Female,4.0,Staffordshire Mix,dark,2018-12-13 00:00:00,2013-11-13 00:00:00,Intact Female,5.0,0.0,2018,11,1.098901098901099,35 days 07:05:00.000000000,35.295138888888886
294,A751032,2017-06-03 13:52:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,dark,2017-07-19 13:22:00,2017-04-24 00:00:00,Spayed Female,0.16666666666666666,0.0,2017,6,0.8928571428571428,45 days 23:30:00.000000000,45.97916666666667
295,A776473,2018-07-14 12:27:00,Stray,Normal,Cat,Intact Female,2.0,Domestic Shorthair Mix,dark,2018-07-18 14:39:00,2016-07-14 00:00:00,Intact Female,2.0,0.0,2018,7,1.2195121951219512,4 days 02:12:00.000000000,4.091666666666667
296,A808377,2019-11-07 18:19:00,Stray,Normal,Dog,Intact Female,2.0,Pit Bull,dark,2019-11-29 12:23:00,2017-11-07 00:00:00,Spayed Female,2.0,0.0,2019,11,1.098901098901099,21 days 18:04:00.000000000,21.75277777777778
297,A672563,2014-02-12 16:00:00,Stray,Normal,Dog,Intact Female,4.0,Chihuahua Shorthair Mix,medium,2014-02-13 18:53:00,2010-02-12 00:00:00,Spayed Female,4.0,0.0,2014,2,1.5151515151515151,1 days 02:53:00.000000000,1.1201388888888888
298,A756430,2017-08-29 18:16:00,Owner Surrender,Normal,Dog,Neutered Male,0.16666666666666666,Boxer Mix,medium,2017-08-30 15:35:00,2017-06-15 00:00:00,Neutered Male,0.16666666666666666,0.0,2017,8,1.2345679012345678,0 days 21:19:00.000000000,0.8881944444444444
299,A775092,2018-07-13 13:10:00,Owner Surrender,Normal,Dog,Neutered Male,0.3333333333333333,German Shepherd/Labrador Retriever,dark,2018-07-14 19:06:00,2018-02-24 00:00:00,Neutered Male,0.3333333333333333,0.0,2018,7,1.2195121951219512,1 days 05:56:00.000000000,1.2472222222222222
300,A683412,2014-07-10 10:45:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Siamese Mix,light,2014-07-14 12:35:00,2014-05-10 00:00:00,Intact Male,0.16666666666666666,0.0,2014,7,1.2195121951219512,4 days 01:50:00.000000000,4.076388888888889
301,A697416,2015-02-23 14:53:00,Stray,Normal,Cat,Unknown,2.0,Domestic Shorthair Mix,dark,2015-02-24 09:00:00,2013-02-23 00:00:00,Unknown,2.0,0.0,2015,2,1.5151515151515151,0 days 18:07:00.000000000,0.7548611111111112
302,A650538,2015-02-10 14:48:00,Stray,Normal,Dog,Intact Male,2.0,Chihuahua Shorthair Mix,dark,2015-02-12 14:50:00,2012-10-29 00:00:00,Neutered Male,2.0,0.0,2015,2,1.5151515151515151,2 days 00:02:00.000000000,2.001388888888889
303,A801471,2019-08-04 16:04:00,Owner Surrender,Normal,Dog,Intact Male,0.07692307692307693,Pit Bull,medium,2019-08-05 18:18:00,2019-07-04 00:00:00,Intact Male,0.07692307692307693,0.0,2019,8,1.2345679012345678,1 days 02:14:00.000000000,1.0930555555555554
304,A469338,2014-05-04 16:22:00,Stray,Normal,Dog,Neutered Male,10.0,Labrador Retriever Mix,dark,2014-05-04 16:53:00,2004-04-25 00:00:00,Neutered Male,10.0,0.0,2014,5,1.0416666666666665,0 days 00:31:00.000000000,0.02152777777777778
305,A688705,2014-09-22 15:58:00,Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Shorthair Mix,light,2014-10-04 18:02:00,2014-07-07 00:00:00,Spayed Female,0.16666666666666666,0.0,2014,9,1.1494252873563218,12 days 02:04:00.000000000,12.086111111111112
306,A655759,2016-03-29 11:37:00,Owner Surrender,Normal,Dog,Spayed Female,3.0,Golden Retriever Mix,light,2016-04-30 17:59:00,2013-01-05 00:00:00,Spayed Female,3.0,0.0,2016,3,1.3157894736842104,32 days 06:22:00.000000000,32.265277777777776
307,A725784,2016-05-03 11:12:00,Owner Surrender,Normal,Cat,Neutered Male,4.0,Domestic Medium Hair Mix,medium,2016-05-16 16:07:00,2012-05-03 00:00:00,Neutered Male,4.0,0.0,2016,5,1.0416666666666665,13 days 04:55:00.000000000,13.20486111111111
308,A719481,2016-01-21 11:06:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever Mix,light,2016-01-23 16:01:00,2015-11-30 00:00:00,Intact Male,0.08333333333333333,0.0,2016,1,1.694915254237288,2 days 04:55:00.000000000,2.204861111111111
309,A700786,2015-04-19 15:11:00,Stray,Nursing,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,dark,2015-04-19 19:06:00,2015-03-28 00:00:00,Intact Male,0.057692307692307696,0.0,2015,4,1.5873015873015872,0 days 03:55:00.000000000,0.16319444444444445
310,A681104,2014-06-12 16:06:00,Stray,Normal,Cat,Spayed Female,7.0,Domestic Longhair Mix,medium,2014-06-13 13:05:00,2007-06-12 00:00:00,Spayed Female,7.0,1.0,2014,6,0.8928571428571428,0 days 20:59:00.000000000,0.8743055555555556
311,A676581,2014-04-12 10:45:00,Public Assist,Normal,Dog,Spayed Female,9.0,Miniature Schnauzer Mix,light,2014-04-13 12:22:00,2005-04-12 00:00:00,Spayed Female,9.0,0.0,2014,4,1.5873015873015872,1 days 01:37:00.000000000,1.0673611111111112
312,A791458,2019-03-23 13:04:00,Stray,Normal,Cat,Intact Female,0.0,Domestic Shorthair Mix,dark,2019-06-18 12:09:00,2019-03-25 00:00:00,Spayed Female,0.16666666666666666,0.0,2019,3,1.3157894736842104,86 days 23:05:00.000000000,86.96180555555557
313,A714182,2015-10-19 12:35:00,Wildlife,Normal,Other,Unknown,1.0,Skunk,dark,2015-10-19 13:34:00,2014-10-19 00:00:00,Unknown,1.0,1.0,2015,10,0.9345794392523363,0 days 00:59:00.000000000,0.04097222222222222
314,A795583,2019-05-22 12:19:00,Stray,Normal,Other,Intact Male,1.0,Rabbit Sh,dark,2019-06-07 18:54:00,2018-05-22 00:00:00,Neutered Male,1.0,0.0,2019,5,1.0416666666666665,16 days 06:35:00.000000000,16.274305555555557
315,A729868,2016-06-24 17:23:00,Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Medium Hair Mix,medium,2016-09-30 12:59:00,2016-04-18 00:00:00,Spayed Female,0.4166666666666667,0.0,2016,6,0.8928571428571428,97 days 19:36:00.000000000,97.81666666666666
316,A737980,2016-11-07 17:21:00,Stray,Normal,Dog,Intact Female,0.9166666666666666,Blue Lacy,medium,2016-11-11 19:11:00,2015-12-07 00:00:00,Spayed Female,0.9166666666666666,0.0,2016,11,1.098901098901099,4 days 01:50:00.000000000,4.076388888888889
317,A810938,2019-12-23 11:56:00,Stray,Normal,Dog,Intact Male,2.0,Smooth Fox Terrier,dark,2019-12-31 16:16:00,2017-12-23 00:00:00,Neutered Male,2.0,0.0,2019,12,1.25,8 days 04:20:00.000000000,8.180555555555555
318,A757119,2017-08-30 13:30:00,Public Assist,Normal,Dog,Spayed Female,8.0,Labrador Retriever Mix,dark,2017-10-13 11:27:00,2009-08-30 00:00:00,Spayed Female,8.0,0.0,2017,8,1.2345679012345678,43 days 21:57:00.000000000,43.91458333333334
319,A705186,2015-06-14 13:48:00,Stray,Nursing,Cat,Unknown,0.038461538461538464,Domestic Shorthair Mix,light,2015-06-14 14:31:00,2015-05-30 00:00:00,Unknown,0.038461538461538464,0.0,2015,6,0.8928571428571428,0 days 00:43:00.000000000,0.029861111111111113
320,A689346,2014-10-02 14:23:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Medium Hair Mix,light,2014-10-13 14:54:00,2014-08-26 00:00:00,Intact Male,0.08333333333333333,0.0,2014,10,0.9345794392523363,11 days 00:31:00.000000000,11.021527777777779
321,A766386,2018-02-08 11:05:00,Stray,Normal,Dog,Intact Male,1.0,Labrador Retriever Mix,dark,2018-02-08 17:06:00,2017-02-08 00:00:00,Intact Male,1.0,0.0,2018,2,1.5151515151515151,0 days 06:01:00.000000000,0.25069444444444444
322,A693399,2014-12-07 12:16:00,Stray,Normal,Dog,Spayed Female,13.0,Pit Bull/Chinese Sharpei,dark,2014-12-07 15:40:00,2001-12-07 00:00:00,Spayed Female,13.0,0.0,2014,12,1.25,0 days 03:24:00.000000000,0.14166666666666666
323,A789048,2019-02-14 11:12:00,Public Assist,Normal,Dog,Intact Female,1.0,Australian Shepherd/Labrador Retriever,dark,2019-02-21 12:11:00,2017-11-13 00:00:00,Intact Female,1.0,0.0,2019,2,1.5151515151515151,7 days 00:59:00.000000000,7.040972222222222
324,A675620,2014-03-30 12:11:00,Stray,Normal,Dog,Intact Female,4.0,Golden Retriever/Chow Chow,medium,2014-04-18 12:49:00,2010-03-30 00:00:00,Spayed Female,4.0,0.0,2014,3,1.3157894736842104,19 days 00:38:00.000000000,19.02638888888889
325,A779802,2018-09-05 17:38:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,medium,2018-09-10 14:34:00,2017-09-05 00:00:00,Intact Female,1.0,0.0,2018,9,1.1494252873563218,4 days 20:56:00.000000000,4.872222222222222
326,A781285,2018-09-26 18:11:00,Stray,Normal,Cat,Neutered Male,2.0,Domestic Shorthair Mix,dark,2018-09-30 17:46:00,2016-03-08 00:00:00,Neutered Male,2.0,0.0,2018,9,1.1494252873563218,3 days 23:35:00.000000000,3.982638888888889
327,A695618,2015-01-19 12:02:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever Mix,dark,2015-01-23 17:12:00,2014-11-19 00:00:00,Neutered Male,0.16666666666666666,0.0,2015,1,1.694915254237288,4 days 05:10:00.000000000,4.215277777777778
328,A745971,2017-03-27 12:00:00,Stray,Normal,Dog,Intact Female,2.0,Basset Hound Mix,dark,2017-04-10 17:09:00,2015-03-27 00:00:00,Intact Female,2.0,0.0,2017,3,1.3157894736842104,14 days 05:09:00.000000000,14.214583333333334
329,A679606,2014-05-23 16:18:00,Stray,Nursing,Dog,Intact Male,0.08333333333333333,Pit Bull Mix,dark,2014-05-23 16:24:00,2014-04-17 00:00:00,Intact Male,0.08333333333333333,0.0,2014,5,1.0416666666666665,0 days 00:06:00.000000000,0.004166666666666667
330,A793140,2019-04-20 11:44:00,Owner Surrender,Normal,Cat,Spayed Female,2.0,Domestic Shorthair Mix,dark,2019-04-27 12:52:00,2017-04-20 00:00:00,Spayed Female,2.0,0.0,2019,4,1.5873015873015872,7 days 01:08:00.000000000,7.0472222222222225
331,A743388,2017-02-09 14:23:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,light,2017-03-26 16:48:00,2016-02-09 00:00:00,Spayed Female,1.0,0.0,2017,2,1.5151515151515151,45 days 02:25:00.000000000,45.10069444444445
332,A768030,2018-03-11 16:06:00,Stray,Normal,Dog,Spayed Female,7.0,Maltese,light,2018-03-13 09:21:00,2010-09-11 00:00:00,Spayed Female,7.0,0.0,2018,3,1.3157894736842104,1 days 17:15:00.000000000,1.71875
333,A767249,2018-02-25 16:34:00,Stray,Normal,Dog,Intact Male,1.0,Chihuahua Longhair Mix,dark,2018-03-01 18:19:00,2017-02-25 00:00:00,Neutered Male,1.0,0.0,2018,2,1.5151515151515151,4 days 01:45:00.000000000,4.072916666666667
334,A767731,2018-09-06 11:19:00,Owner Surrender,Normal,Dog,Neutered Male,0.5,Jack Russell Terrier Mix,light,2018-09-08 16:49:00,2018-03-03 00:00:00,Neutered Male,0.5,0.0,2018,9,1.1494252873563218,2 days 05:30:00.000000000,2.2291666666666665
335,A722965,2019-01-19 16:03:00,Owner Surrender,Other,Cat,Neutered Male,4.0,Domestic Shorthair Mix,dark,2019-04-27 15:24:00,2014-03-24 00:00:00,Neutered Male,5.0,0.0,2019,1,1.694915254237288,97 days 23:21:00.000000000,97.97291666666666
336,A752104,2017-11-24 13:44:00,Owner Surrender,Normal,Dog,Neutered Male,1.0,Labrador Retriever Mix,light,2017-12-09 12:06:00,2016-06-18 00:00:00,Neutered Male,1.0,0.0,2017,11,1.098901098901099,14 days 22:22:00.000000000,14.931944444444444
337,A781171,2018-09-25 13:03:00,Stray,Normal,Cat,Unknown,0.019230769230769232,Domestic Shorthair Mix,light,2018-09-26 09:43:00,2018-09-18 00:00:00,Unknown,0.019230769230769232,0.0,2018,9,1.1494252873563218,0 days 20:40:00.000000000,0.8611111111111112
338,A732600,2016-08-10 13:39:00,Public Assist,Normal,Dog,Intact Male,4.0,Dachshund Mix,medium,2016-08-18 11:33:00,2012-08-10 00:00:00,Intact Male,4.0,0.0,2016,8,1.2345679012345678,7 days 21:54:00.000000000,7.9125
339,A670094,2014-01-01 23:40:00,Stray,Normal,Dog,Spayed Female,10.0,German Shepherd/Australian Cattle Dog,dark,2014-01-04 14:31:00,2004-01-04 00:00:00,Spayed Female,10.0,0.0,2014,1,1.694915254237288,2 days 14:51:00.000000000,2.61875
340,A769324,2018-04-03 15:38:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever Mix,dark,2018-04-08 18:47:00,2018-02-03 00:00:00,Neutered Male,0.16666666666666666,0.0,2018,4,1.5873015873015872,5 days 03:09:00.000000000,5.13125
341,A755489,2017-08-03 23:57:00,Stray,Normal,Cat,Unknown,0.08333333333333333,Domestic Shorthair Mix,dark,2017-08-04 13:31:00,2017-06-04 00:00:00,Unknown,0.08333333333333333,0.0,2017,8,1.2345679012345678,0 days 13:34:00.000000000,0.5652777777777778
