AnimalID,DateTime_Intake,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,Result,year,month
A797495,2019-06-14 11:34:00,Stray,Normal,Dog,Neutered Male,0.25,Cairn Terrier,dark,2019-06-15 12:44:00,2019-02-14 00:00:00,Neutered Male,0.25,0.0,2019,6
A801314,2019-08-02 14:43:00,Stray,Nursing,Cat,Unknown,0.038461538461538464,Domestic Shorthair,light,2019-08-02 18:22:00,2019-07-18 00:00:00,Unknown,0.038461538461538464,0.0,2019,8
A699842,2015-05-19 12:33:00,Owner Surrender,Normal,Dog,Spayed Female,0.25,Chihuahua Shorthair Mix,light,2015-05-23 14:03:00,2015-01-23 00:00:00,Spayed Female,0.25,0.0,2015,5
A801561,2019-08-05 18:31:00,Stray,Normal,Cat,Intact Male,0.25,Domestic Shorthair,dark,2019-09-02 17:22:00,2019-04-09 00:00:00,Neutered Male,0.3333333333333333,0.0,2019,8
A792521,2019-04-11 16:57:00,Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Chihuahua Shorthair/Dachshund,medium,2019-04-13 11:20:00,2019-01-20 00:00:00,Spayed Female,0.16666666666666666,0.0,2019,4
A667481,2013-11-18 17:58:00,Stray,Normal,Dog,Intact Male,2.0,Rottweiler Mix,dark,2013-11-20 18:56:00,2011-11-18 00:00:00,Neutered Male,2.0,0.0,2013,11
A773647,2018-06-04 06:56:00,Stray,Injured,Bird,Unknown,1.0,Quaker Mix,Green,2018-06-04 13:08:00,2017-06-04 00:00:00,Unknown,1.0,0.0,2018,6
A719762,2016-01-27 12:53:00,Stray,Normal,Dog,Intact Female,0.07692307692307693,Pit Bull Mix,dark,2016-01-28 18:37:00,2015-12-27 00:00:00,Intact Female,0.07692307692307693,0.0,2016,1
A798690,2019-06-29 12:20:00,Stray,Normal,Dog,Intact Male,5.0,Chihuahua Shorthair,dark,2019-07-03 16:51:00,2014-06-29 00:00:00,Neutered Male,5.0,0.0,2019,6
A736195,2016-10-06 13:02:00,Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Medium Hair Mix,dark,2016-10-06 15:39:00,2016-09-14 00:00:00,Intact Male,0.057692307692307696,0.0,2016,10
A771959,2018-05-12 15:07:00,Stray,Normal,Dog,Intact Male,16.0,Chihuahua Shorthair Mix,light,2018-05-13 16:17:00,2002-04-13 00:00:00,Intact Male,16.0,0.0,2018,5
A722182,2016-03-12 11:35:00,Owner Surrender,Normal,Cat,Intact Female,3.0,Domestic Shorthair Mix,dark,2016-03-31 13:31:00,2013-03-12 00:00:00,Spayed Female,3.0,0.0,2016,3
A744686,2017-03-20 16:16:00,Owner Surrender,Normal,Dog,Spayed Female,2.0,Pit Bull Mix,medium,2017-03-22 13:06:00,2015-03-06 00:00:00,Spayed Female,2.0,0.0,2017,3
A731061,2016-07-15 11:29:00,Owner Surrender,Normal,Bird,Intact Male,0.4166666666666667,Chicken Mix,dark,2016-07-28 00:00:00,2016-01-15 00:00:00,Intact Male,0.5,0.0,2016,7
A700397,2015-05-01 11:43:00,Owner Surrender,Normal,Dog,Spayed Female,2.0,Jack Russell Terrier Mix,light,2015-05-03 19:10:00,2013-04-13 00:00:00,Spayed Female,2.0,0.0,2015,5
A698164,2015-03-06 18:48:00,Wildlife,Normal,Other,Unknown,0.07692307692307693,Bat,dark,2015-03-07 09:44:00,2015-02-06 00:00:00,Unknown,0.07692307692307693,1.0,2015,3
A515503,2016-08-03 09:28:00,Stray,Normal,Dog,Neutered Male,10.0,Labrador Retriever Mix,dark,2016-08-04 09:14:00,2006-07-10 00:00:00,Neutered Male,10.0,0.0,2016,8
A786619,2018-12-28 15:57:00,Stray,Normal,Dog,Intact Female,4.0,Labrador Retriever Mix,medium,2018-12-29 17:07:00,2014-12-29 00:00:00,Intact Female,4.0,0.0,2018,12
A684390,2014-07-22 18:45:00,Stray,Normal,Dog,Intact Male,5.0,Chihuahua Shorthair Mix,light,2014-09-01 19:25:00,2009-07-22 00:00:00,Neutered Male,5.0,0.0,2014,7
A711459,2015-09-07 11:30:00,Stray,Normal,Dog,Neutered Male,2.0,Labrador Retriever Mix,dark,2015-09-20 15:53:00,2013-09-07 00:00:00,Neutered Male,2.0,0.0,2015,9
A746641,2017-04-06 09:13:00,Owner Surrender,Normal,Cat,Neutered Male,3.0,Domestic Shorthair Mix,medium,2017-04-08 16:51:00,2014-04-06 00:00:00,Neutered Male,3.0,0.0,2017,4
A744588,2017-03-03 14:53:00,Owner Surrender,Normal,Cat,Neutered Male,4.0,Domestic Longhair Mix,light,2017-03-12 11:41:00,2013-03-03 00:00:00,Neutered Male,4.0,0.0,2017,3
A738949,2016-12-07 13:03:00,Stray,Normal,Cat,Spayed Female,1.0,Domestic Shorthair Mix,medium,2016-12-12 16:04:00,2015-11-24 00:00:00,Spayed Female,1.0,0.0,2016,12
A699965,2015-04-05 11:03:00,Stray,Normal,Dog,Neutered Male,2.0,Miniature Pinscher Mix,dark,2015-04-11 15:24:00,2013-04-05 00:00:00,Neutered Male,2.0,0.0,2015,4
A705637,2015-06-19 17:17:00,Owner Surrender,Sick,Dog,Unknown,0.5,Boxer Mix,light,2015-06-19 00:00:00,2014-11-19 00:00:00,Unknown,0.5,0.0,2015,6
A810724,2019-12-18 15:47:00,Stray,Normal,Cat,Neutered Male,1.0,Domestic Shorthair,medium,2019-12-18 18:18:00,2018-12-18 00:00:00,Neutered Male,1.0,0.0,2019,12
A769138,2018-03-30 22:46:00,Stray,Normal,Dog,Intact Male,0.4166666666666667,Beagle Mix,dark,2018-04-16 15:01:00,2017-10-06 00:00:00,Neutered Male,0.5,0.0,2018,3
A687390,2014-09-04 11:54:00,Stray,Normal,Cat,Unknown,1.0,Domestic Shorthair Mix,light,2014-09-06 09:00:00,2013-09-04 00:00:00,Unknown,1.0,0.0,2014,9
A812831,2020-01-29 14:06:00,Stray,Normal,Dog,Intact Female,0.25,Yorkshire Terrier,dark,2020-01-29 18:45:00,2019-10-29 00:00:00,Intact Female,0.25,0.0,2020,1
A663684,2014-11-10 11:24:00,Owner Surrender,Normal,Dog,Neutered Male,6.0,Siberian Husky Mix,light,2014-11-13 18:43:00,2008-10-24 00:00:00,Neutered Male,6.0,0.0,2014,11
A616489,2014-10-16 14:17:00,Stray,Normal,Dog,Spayed Female,3.0,Beagle Mix,medium,2014-10-16 18:47:00,2011-01-23 00:00:00,Spayed Female,3.0,0.0,2014,10
A800742,2019-07-26 00:21:00,Wildlife,Normal,Other,Unknown,1.0,Bat,dark,2019-07-26 10:03:00,2018-07-26 00:00:00,Unknown,1.0,1.0,2019,7
A783600,2018-11-02 15:00:00,Stray,Normal,Cat,Intact Female,0.038461538461538464,Domestic Shorthair Mix,dark,2018-11-03 07:37:00,2018-10-18 00:00:00,Intact Female,0.038461538461538464,0.0,2018,11
A704245,2015-06-02 18:22:00,Stray,Normal,Dog,Intact Female,0.16666666666666666,Black Mouth Cur Mix,medium,2015-06-07 18:21:00,2015-03-22 00:00:00,Spayed Female,0.16666666666666666,0.0,2015,6
A710782,2015-08-27 15:12:00,Stray,Normal,Cat,Unknown,0.057692307692307696,Domestic Shorthair Mix,light,2015-08-27 17:16:00,2015-08-05 00:00:00,Unknown,0.057692307692307696,0.0,2015,8
A678459,2014-05-09 11:02:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Longhair Mix,light,2014-06-03 17:19:00,2014-03-29 00:00:00,Neutered Male,0.16666666666666666,0.0,2014,5
A693409,2014-12-07 12:51:00,Stray,Normal,Cat,Intact Female,0.3333333333333333,Domestic Shorthair Mix,dark,2014-12-08 09:00:00,2014-08-07 00:00:00,Intact Female,0.3333333333333333,0.0,2014,12
A703114,2015-05-20 16:41:00,Stray,Normal,Dog,Intact Female,0.08333333333333333,Cardigan Welsh Corgi/Australian Cattle Dog,Tricolor,2015-05-23 14:04:00,2015-03-20 00:00:00,Intact Female,0.16666666666666666,0.0,2015,5
A730980,2016-07-14 11:06:00,Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,light,2016-07-15 09:00:00,2015-07-14 00:00:00,Neutered Male,1.0,0.0,2016,7
A699135,2015-03-23 11:19:00,Stray,Normal,Dog,Intact Male,0.5833333333333334,Catahoula Mix,dark,2015-03-26 15:41:00,2014-07-23 00:00:00,Intact Male,0.6666666666666666,0.0,2015,3
A766869,2019-02-25 18:07:00,Owner Surrender,Normal,Dog,Neutered Male,1.0,Black/Tan Hound Mix,Tricolor,2018-02-20 18:32:00,2017-12-03 00:00:00,Neutered Male,0.16666666666666666,0.0,2019,2
A804099,2019-09-10 16:10:00,Owner Surrender,Normal,Cat,Neutered Male,4.0,Domestic Shorthair,dark,2019-10-13 18:08:00,2015-09-10 00:00:00,Neutered Male,4.0,0.0,2019,9
A668994,2013-12-12 15:17:00,Wildlife,Sick,Other,Unknown,0.75,Fox Mix,medium,2013-12-12 15:48:00,2013-03-12 00:00:00,Unknown,0.75,1.0,2013,12
A788628,2019-02-06 06:38:00,Stray,Nursing,Cat,Intact Female,0.0027397260273972603,Domestic Shorthair Mix,light,2019-05-12 18:35:00,2019-02-05 00:00:00,Spayed Female,0.25,0.0,2019,2
A673275,2014-02-21 12:22:00,Stray,Normal,Dog,Intact Male,3.0,Pit Bull Mix,medium,2014-03-19 15:17:00,2011-02-21 00:00:00,Intact Male,3.0,1.0,2014,2
A784146,2018-11-12 13:56:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Medium Hair Mix,light,2018-11-23 21:04:00,2018-09-12 00:00:00,Intact Male,0.16666666666666666,0.0,2018,11
A783950,2018-12-04 11:08:00,Owner Surrender,Normal,Dog,Spayed Female,5.0,Staffordshire Mix,medium,2018-11-26 17:05:00,2013-01-28 00:00:00,Spayed Female,5.0,0.0,2018,12
A803724,2019-09-05 12:05:00,Owner Surrender,Normal,Dog,Neutered Male,0.5833333333333334,Wire Hair Fox Terrier,dark,2019-09-06 16:14:00,2019-01-05 00:00:00,Neutered Male,0.6666666666666666,0.0,2019,9
A783719,2018-11-05 10:25:00,Stray,Normal,Dog,Intact Male,0.4166666666666667,Great Pyrenees/Catahoula,light,2018-11-12 15:59:00,2018-05-21 00:00:00,Intact Male,0.4166666666666667,0.0,2018,11
A726864,2016-05-15 15:27:00,Stray,Normal,Cat,Unknown,0.057692307692307696,Domestic Shorthair Mix,light,2016-05-15 17:17:00,2016-04-23 00:00:00,Unknown,0.057692307692307696,0.0,2016,5
A729606,2016-06-21 09:14:00,Stray,Normal,Dog,Intact Male,2.0,Basset Hound/Labrador Retriever,dark,2016-06-26 17:38:00,2014-06-21 00:00:00,Neutered Male,2.0,0.0,2016,6
A707383,2015-07-12 11:03:00,Stray,Normal,Dog,Intact Male,0.16666666666666666,Anatol Shepherd/Australian Shepherd,Tricolor,2015-07-29 15:51:00,2015-04-12 00:00:00,Intact Male,0.25,0.0,2015,7
A727699,2016-05-25 08:02:00,Stray,Injured,Cat,Spayed Female,10.0,Domestic Shorthair Mix,dark,2016-06-02 14:29:00,2006-05-25 00:00:00,Spayed Female,10.0,1.0,2016,5
A708286,2015-07-25 11:58:00,Stray,Normal,Cat,Neutered Male,3.0,Domestic Shorthair Mix,dark,2015-07-30 13:57:00,2012-07-25 00:00:00,Neutered Male,3.0,0.0,2015,7
A755288,2017-08-01 07:29:00,Stray,Injured,Cat,Intact Male,2.0,Domestic Shorthair Mix,light,2017-08-01 10:48:00,2015-08-01 00:00:00,Intact Male,2.0,0.0,2017,8
A789704,2019-02-26 11:26:00,Owner Surrender,Normal,Dog,Intact Male,3.0,Chihuahua Shorthair Mix,light,2019-03-19 14:26:00,2016-02-26 00:00:00,Neutered Male,3.0,0.0,2019,2
A724124,2016-04-12 13:05:00,Stray,Normal,Dog,Intact Male,1.0,Australian Cattle Dog Mix,medium,2016-04-18 18:43:00,2015-04-12 00:00:00,Neutered Male,1.0,0.0,2016,4
A692375,2014-11-19 10:54:00,Owner Surrender,Normal,Dog,Intact Male,0.07692307692307693,German Shepherd/Labrador Retriever,dark,2014-12-20 17:56:00,2014-10-19 00:00:00,Neutered Male,0.16666666666666666,0.0,2014,11
A750648,2017-05-30 08:01:00,Stray,Sick,Dog,Intact Male,0.4166666666666667,Pit Bull Mix,light,2017-05-30 13:26:00,2016-11-30 00:00:00,Intact Male,0.4166666666666667,0.0,2017,5
A717021,2015-11-30 17:23:00,Stray,Normal,Cat,Intact Female,10.0,Domestic Shorthair Mix,dark,2015-11-30 18:29:00,2005-11-30 00:00:00,Intact Female,10.0,1.0,2015,11
A726173,2016-05-07 13:22:00,Stray,Normal,Cat,Intact Male,0.3333333333333333,Domestic Shorthair Mix,dark,2016-05-11 19:04:00,2015-12-07 00:00:00,Neutered Male,0.4166666666666667,0.0,2016,5
A694795,2015-07-13 14:18:00,Owner Surrender,Normal,Dog,Spayed Female,1.0,Pit Bull Mix,dark,2015-08-27 00:00:00,2014-01-04 00:00:00,Spayed Female,1.0,0.0,2015,7
A772638,2018-05-22 09:47:00,Stray,Sick,Cat,Intact Male,0.07692307692307693,Domestic Medium Hair Mix,light,2018-06-16 13:23:00,2018-04-22 00:00:00,Intact Male,0.08333333333333333,0.0,2018,5
A711213,2015-09-03 17:35:00,Stray,Normal,Dog,Intact Female,1.0,Labrador Retriever Mix,medium,2015-09-11 18:40:00,2014-09-03 00:00:00,Spayed Female,1.0,0.0,2015,9
A769410,2018-04-14 16:56:00,Stray,Normal,Dog,Intact Female,3.0,Chihuahua Shorthair Mix,medium,2018-04-18 17:50:00,2015-04-04 00:00:00,Spayed Female,3.0,0.0,2018,4
A763361,2017-12-08 14:21:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,dark,2017-12-20 17:31:00,2016-12-08 00:00:00,Spayed Female,1.0,0.0,2017,12
A671537,2014-01-26 16:55:00,Stray,Normal,Dog,Intact Male,1.0,Anatol Shepherd/Labrador Retriever,light,2014-02-02 14:00:00,2012-07-26 00:00:00,Intact Male,1.0,0.0,2014,1
A666071,2013-10-26 14:45:00,Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Shorthair Mix,dark,2013-10-30 15:14:00,2013-09-26 00:00:00,Intact Female,0.07692307692307693,0.0,2013,10
A706132,2015-06-25 11:20:00,Stray,Normal,Dog,Spayed Female,2.0,Australian Shepherd Mix,dark,2015-07-01 14:56:00,2013-06-25 00:00:00,Spayed Female,2.0,0.0,2015,6
A741105,2016-12-28 11:53:00,Stray,Normal,Dog,Intact Female,1.0,American Staffordshire Terrier Mix,light,2017-01-07 15:33:00,2015-12-28 00:00:00,Spayed Female,1.0,0.0,2016,12
A681526,2014-06-17 23:23:00,Public Assist,Normal,Cat,Intact Female,1.0,Domestic Medium Hair Mix,medium,2014-06-21 09:00:00,2013-06-17 00:00:00,Intact Female,1.0,0.0,2014,6
A786348,2018-12-22 15:11:00,Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Shorthair Mix,dark,2018-12-27 16:18:00,2018-09-22 00:00:00,Spayed Female,0.25,0.0,2018,12
A678492,2014-05-09 14:32:00,Stray,Normal,Cat,Intact Male,0.057692307692307696,Siamese Mix,light,2014-05-09 15:28:00,2014-04-17 00:00:00,Intact Male,0.057692307692307696,0.0,2014,5
A682618,2014-06-30 13:49:00,Euthanasia Request,Normal,Dog,Neutered Male,5.0,Australian Cattle Dog,medium,2014-06-30 16:00:00,2008-12-30 00:00:00,Neutered Male,5.0,1.0,2014,6
A662854,2016-11-15 17:08:00,Stray,Normal,Dog,Neutered Male,5.0,Australian Shepherd Mix,medium,2016-11-22 00:00:00,2011-09-09 00:00:00,Neutered Male,5.0,0.0,2016,11
A673080,2014-02-19 13:51:00,Public Assist,Normal,Dog,Intact Female,4.0,Yorkshire Terrier Mix,dark,2014-04-29 14:44:00,2010-02-19 00:00:00,Spayed Female,4.0,0.0,2014,2
A752511,2017-06-23 11:38:00,Stray,Normal,Cat,Intact Male,0.25,Domestic Shorthair Mix,dark,2017-08-19 12:52:00,2017-03-23 00:00:00,Neutered Male,0.3333333333333333,0.0,2017,6
A692921,2014-11-28 13:19:00,Stray,Normal,Dog,Intact Female,1.0,Pit Bull Mix,medium,2014-12-30 19:16:00,2013-11-28 00:00:00,Spayed Female,1.0,0.0,2014,11
A741964,2017-01-12 12:16:00,Owner Surrender,Normal,Cat,Neutered Male,9.0,Siamese Mix,medium,2017-01-13 16:38:00,2008-01-12 00:00:00,Neutered Male,9.0,0.0,2017,1
A725308,2016-04-28 08:03:00,Stray,Nursing,Cat,Unknown,0.00821917808219178,Domestic Shorthair Mix,dark,2016-04-28 17:06:00,2016-04-25 00:00:00,Unknown,0.00821917808219178,0.0,2016,4
A788754,2019-02-08 10:19:00,Stray,Normal,Dog,Intact Female,0.25,Siberian Husky Mix,medium,2019-02-13 18:06:00,2018-10-17 00:00:00,Spayed Female,0.25,0.0,2019,2
A745352,2017-03-16 14:15:00,Stray,Normal,Cat,Intact Female,7.0,Domestic Medium Hair Mix,dark,2017-03-21 15:03:00,2010-03-16 00:00:00,Intact Female,7.0,0.0,2017,3
A430328,2016-10-24 18:49:00,Stray,Normal,Dog,Spayed Female,10.0,Labrador Retriever Mix,dark,2016-10-25 13:04:00,2005-12-22 00:00:00,Spayed Female,10.0,0.0,2016,10
A773735,2018-06-04 19:12:00,Stray,Normal,Cat,Intact Female,0.6666666666666666,Domestic Medium Hair Mix,medium,2018-09-07 17:56:00,2017-09-04 00:00:00,Spayed Female,1.0,0.0,2018,6
A802058,2019-08-13 14:02:00,Stray,Normal,Cat,Intact Male,0.038461538461538464,Domestic Shorthair Mix,dark,2019-08-13 17:49:00,2019-07-29 00:00:00,Intact Male,0.038461538461538464,0.0,2019,8
A791366,2019-03-25 07:04:00,Stray,Sick,Cat,Intact Male,0.25,Domestic Shorthair Mix,dark,2019-03-31 17:32:00,2018-11-25 00:00:00,Intact Male,0.3333333333333333,0.0,2019,3
A807095,2019-10-20 15:39:00,Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair,dark,2019-10-20 18:24:00,2019-09-25 00:00:00,Intact Female,0.057692307692307696,0.0,2019,10
A668787,2013-12-09 15:24:00,Stray,Normal,Dog,Intact Female,1.0,Beagle/Boxer,dark,2013-12-13 17:24:00,2012-12-09 00:00:00,Spayed Female,1.0,0.0,2013,12
A778759,2018-08-20 08:45:00,Stray,Normal,Cat,Intact Male,0.0136986301369863,Domestic Shorthair Mix,dark,2018-08-20 10:36:00,2018-08-15 00:00:00,Intact Male,0.0136986301369863,0.0,2018,8
A781105,2018-09-24 14:01:00,Owner Surrender,Normal,Dog,Intact Female,0.5833333333333334,Chihuahua Shorthair Mix,medium,2018-09-26 18:19:00,2018-01-24 00:00:00,Spayed Female,0.6666666666666666,0.0,2018,9
A726164,2016-05-07 12:36:00,Owner Surrender,Normal,Dog,Spayed Female,1.0,Labrador Retriever Mix,dark,2016-05-07 15:39:00,2015-05-07 00:00:00,Spayed Female,1.0,0.0,2016,5
A766788,2018-02-16 15:15:00,Stray,Normal,Dog,Intact Female,6.0,Great Pyrenees Mix,light,2018-02-28 15:29:00,2012-02-16 00:00:00,Spayed Female,6.0,0.0,2018,2
A751071,2017-06-03 17:45:00,Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,light,2017-06-07 00:00:00,2016-06-03 00:00:00,Neutered Male,1.0,0.0,2017,6
A672121,2014-02-04 15:58:00,Stray,Normal,Dog,Intact Male,2.0,Pit Bull/Australian Cattle Dog,light,2014-03-17 18:08:00,2012-02-04 00:00:00,Neutered Male,2.0,0.0,2014,2
A767651,2018-03-05 01:57:00,Public Assist,Normal,Cat,Spayed Female,3.0,Siamese Mix,medium,2018-03-07 12:10:00,2015-03-05 00:00:00,Spayed Female,3.0,0.0,2018,3
A694410,2014-12-27 16:26:00,Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair Mix,dark,2014-12-31 16:24:00,2014-10-16 00:00:00,Neutered Male,0.16666666666666666,0.0,2014,12
A732823,2016-08-13 14:22:00,Public Assist,Sick,Cat,Intact Female,1.0,Domestic Shorthair Mix,dark,2016-09-21 15:23:00,2015-08-13 00:00:00,Spayed Female,1.0,0.0,2016,8
A677474,2016-09-13 16:10:00,Euthanasia Request,Aged,Dog,Spayed Female,9.0,Rottweiler Mix,dark,2016-09-13 18:01:00,2007-09-13 00:00:00,Spayed Female,9.0,1.0,2016,9
A785692,2018-12-07 17:33:00,Stray,Normal,Dog,Intact Male,1.0,Chihuahua Longhair Mix,light,2018-12-11 15:36:00,2017-12-07 00:00:00,Intact Male,1.0,0.0,2018,12
A708959,2015-08-03 12:12:00,Stray,Normal,Dog,Intact Male,1.0,Chihuahua Shorthair/Dachshund,medium,2015-08-13 16:07:00,2014-08-03 00:00:00,Neutered Male,1.0,0.0,2015,8
A775101,2019-11-22 12:22:00,Stray,Normal,Dog,Neutered Male,1.0,Chihuahua Shorthair Mix,light,2019-11-26 11:41:00,2018-04-13 00:00:00,Neutered Male,1.0,0.0,2019,11
A771512,2018-05-06 11:36:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,dark,2018-05-09 07:13:00,2017-05-06 00:00:00,Intact Female,1.0,0.0,2018,5
A761557,2017-11-06 17:28:00,Stray,Sick,Cat,Unknown,6.0,Domestic Shorthair Mix,dark,2017-11-06 18:06:00,2011-11-06 00:00:00,Unknown,6.0,1.0,2017,11
A725293,2016-04-27 17:48:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,medium,2016-06-03 15:36:00,2015-04-27 00:00:00,Spayed Female,1.0,0.0,2016,4
A735139,2016-09-19 17:08:00,Public Assist,Normal,Dog,Neutered Male,0.6666666666666666,Pit Bull Mix,dark,2016-09-28 11:06:00,2016-01-19 00:00:00,Neutered Male,0.6666666666666666,0.0,2016,9
A807826,2019-10-30 16:50:00,Owner Surrender,Normal,Cat,Neutered Male,11.0,Domestic Shorthair,light,2019-11-10 16:45:00,2008-10-30 00:00:00,Neutered Male,11.0,0.0,2019,10
A667470,2013-11-18 15:40:00,Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Shorthair Mix,medium,2014-02-08 12:48:00,2013-10-20 00:00:00,Spayed Female,0.25,0.0,2013,11
A670498,2014-01-09 12:05:00,Owner Surrender,Normal,Cat,Intact Female,1.0,Domestic Longhair Mix,dark,2014-01-14 16:50:00,2013-01-09 00:00:00,Spayed Female,1.0,0.0,2014,1
A714174,2015-10-19 11:56:00,Public Assist,Injured,Cat,Intact Female,1.0,Domestic Shorthair Mix,dark,2015-10-19 15:57:00,2014-10-19 00:00:00,Intact Female,1.0,0.0,2015,10
A668706,2013-12-07 15:36:00,Stray,Normal,Cat,Intact Male,0.4166666666666667,Domestic Shorthair Mix,light,2013-12-17 12:13:00,2013-07-07 00:00:00,Neutered Male,0.4166666666666667,0.0,2013,12
A792226,2019-04-08 10:57:00,Stray,Injured,Dog,Intact Female,2.0,Pit Bull/Pug,light,2019-08-17 12:28:00,2017-04-08 00:00:00,Spayed Female,2.0,0.0,2019,4
A717538,2015-12-09 18:00:00,Stray,Injured,Dog,Intact Female,10.0,Miniature Schnauzer Mix,dark,2015-12-22 19:46:00,2005-12-09 00:00:00,Intact Female,10.0,1.0,2015,12
A697373,2015-03-02 14:58:00,Owner Surrender,Normal,Dog,Spayed Female,0.8333333333333334,Dachshund Wirehair/Cairn Terrier,dark,2015-03-04 15:38:00,2014-04-22 00:00:00,Spayed Female,0.8333333333333334,0.0,2015,3
A773438,2018-06-01 11:26:00,Owner Surrender,Normal,Cat,Neutered Male,3.0,Domestic Shorthair Mix,medium,2018-06-10 14:12:00,2015-06-01 00:00:00,Neutered Male,3.0,0.0,2018,6
A777444,2018-07-28 15:46:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,light,2018-08-31 14:01:00,2018-06-13 00:00:00,Spayed Female,0.16666666666666666,0.0,2018,7
A669820,2013-12-27 18:09:00,Wildlife,Normal,Other,Unknown,1.0,Bat Mix,dark,2013-12-27 18:57:00,2012-12-27 00:00:00,Unknown,1.0,1.0,2013,12
A774755,2018-06-19 17:04:00,Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,dark,2018-06-21 06:17:00,2018-05-20 00:00:00,Intact Male,0.07692307692307693,0.0,2018,6
A726348,2016-05-10 07:44:00,Stray,Injured,Dog,Neutered Male,4.0,Chihuahua Shorthair Mix,dark,2016-05-14 15:40:00,2012-05-10 00:00:00,Neutered Male,4.0,0.0,2016,5
A752135,2017-07-16 12:35:00,Stray,Normal,Dog,Spayed Female,2.0,Australian Shepherd/Field Spaniel,dark,2017-07-26 13:41:00,2015-06-18 00:00:00,Spayed Female,2.0,0.0,2017,7
A793073,2019-06-02 12:16:00,Stray,Normal,Dog,Intact Male,1.0,Boxer Mix,dark,2019-06-09 17:52:00,2018-06-02 00:00:00,Neutered Male,1.0,0.0,2019,6
A670319,2014-01-05 18:03:00,Stray,Normal,Dog,Neutered Male,3.0,Miniature Schnauzer Mix,light,2014-01-06 12:55:00,2011-01-05 00:00:00,Neutered Male,3.0,0.0,2014,1
A687689,2015-12-16 11:46:00,Owner Surrender,Normal,Dog,Neutered Male,1.0,American Bulldog Mix,light,2015-12-06 15:05:00,2014-07-08 00:00:00,Neutered Male,1.0,0.0,2015,12
A718511,2017-02-12 15:47:00,Stray,Normal,Dog,Spayed Female,5.0,Pit Bull Mix,light,2017-02-13 11:06:00,2012-01-01 00:00:00,Spayed Female,5.0,0.0,2017,2
A657795,2014-12-04 14:56:00,Stray,Normal,Dog,Neutered Male,1.0,Labrador Retriever Mix,dark,2014-12-04 16:00:00,2013-01-04 00:00:00,Neutered Male,1.0,0.0,2014,12
A805096,2019-09-22 12:58:00,Owner Surrender,Normal,Dog,Intact Male,0.3333333333333333,Catahoula Mix,medium,2019-10-26 12:38:00,2019-04-29 00:00:00,Intact Male,0.4166666666666667,0.0,2019,9
A679690,2014-05-24 18:21:00,Stray,Sick,Dog,Intact Male,0.16666666666666666,Golden Retriever Mix,light,2014-05-24 18:53:00,2014-02-24 00:00:00,Intact Male,0.16666666666666666,0.0,2014,5
A684704,2014-07-27 13:34:00,Stray,Nursing,Cat,Intact Female,0.005479452054794521,Domestic Shorthair Mix,dark,2014-07-29 14:34:00,2014-07-25 00:00:00,Intact Female,0.010958904109589041,0.0,2014,7
A690563,2014-10-22 14:32:00,Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,dark,2014-10-23 09:00:00,2013-10-22 00:00:00,Intact Male,1.0,0.0,2014,10
A681972,2014-06-22 11:24:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Siamese Mix,light,2014-06-29 14:49:00,2014-04-22 00:00:00,Neutered Male,0.16666666666666666,0.0,2014,6
A697940,2015-03-04 14:22:00,Public Assist,Normal,Dog,Intact Female,7.0,Labrador Retriever Mix,dark,2015-03-11 17:00:00,2008-03-04 00:00:00,Intact Female,7.0,0.0,2015,3
A711463,2015-09-07 12:02:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,dark,2015-11-14 15:18:00,2015-07-31 00:00:00,Neutered Male,0.25,0.0,2015,9
A690521,2014-10-21 18:45:00,Wildlife,Normal,Other,Unknown,0.5,Bat Mix,dark,2014-10-21 19:01:00,2014-04-21 00:00:00,Unknown,0.5,1.0,2014,10
A807892,2019-10-31 16:53:00,Stray,Nursing,Dog,Intact Male,0.07692307692307693,Labrador Retriever Mix,light,2019-12-07 18:38:00,2019-10-01 00:00:00,Neutered Male,0.16666666666666666,0.0,2019,10
